OverallQual,GrLivArea_Log,NbHd_num,GarageCars,ExtQ_num,KiQ_num,BsQ_num,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,MasVnrArea,MSZ_num
3,7.0587581525186645,1,1.0,2,2,1,1162.0,1,1955,2005,0,0.0,2
7,7.999007213243955,1,2.0,3,3,2,710.0,2,1967,2007,1,300.0,3
5,6.688354713946762,1,2.0,2,2,1,720.0,1,1941,1950,0,0.0,2
8,7.449498005382849,2,2.0,3,3,2,1719.0,1,1993,1993,2,0.0,3
6,7.232010331664759,1,1.0,2,2,1,1383.0,1,1960,1960,0,175.0,3
6,7.665753431861699,1,2.0,2,3,1,844.0,2,1916,1994,0,0.0,3
5,7.083387847625295,1,1.0,2,2,1,596.0,1,1920,1950,0,0.0,2
5,7.454719949364001,1,1.0,2,2,1,1728.0,2,1964,1964,0,84.0,3
5,6.962243464266207,1,1.0,2,2,1,1056.0,1,1958,1992,0,0.0,3
8,7.395721608602045,3,3.0,3,3,2,3206.0,2,2003,2004,1,296.0,3
7,7.213768308118642,3,2.0,3,3,2,1358.0,2,2004,2004,1,146.0,2
6,7.401231264413015,2,2.0,2,2,2,943.0,2,1998,1998,2,0.0,3
5,7.487733761436444,2,2.0,2,2,1,1499.0,2,1965,1965,2,0.0,3
9,7.561121589530238,3,3.0,3,3,3,1922.0,2,2005,2006,1,200.0,3
7,7.336936913707618,2,2.0,3,3,2,1536.0,2,2002,2003,0,113.0,3
7,7.390798521735676,2,2.0,3,3,2,1208.0,2,1984,1998,0,0.0,3
6,7.102499355774649,1,1.0,2,2,1,1215.0,1,1958,1998,0,176.0,3
8,7.553810852008231,2,2.0,3,3,2,967.0,2,2002,2002,0,0.0,3
4,6.734591659972948,1,1.0,1,2,1,721.0,1,1950,1950,0,0.0,2
3,6.946975992135418,1,2.0,2,2,1,0.0,2,1949,1950,0,340.0,3
9,7.428927194802272,3,2.0,4,4,3,1684.0,2,2005,2005,1,616.0,3
5,7.013915474810528,1,1.0,2,2,2,536.0,1,1976,1976,0,0.0,2
6,7.3632795869630385,1,1.0,2,1,1,972.0,1,1939,1950,1,0.0,3
6,6.86484777797086,1,1.0,2,2,1,958.0,1,1960,1998,0,0.0,3
6,7.298445101508147,1,2.0,2,2,1,1478.0,2,1960,1960,2,30.0,3
7,7.3938782901077555,3,2.0,3,3,2,764.0,2,2003,2004,0,106.0,3
9,7.911324018963353,3,3.0,4,4,3,1848.0,2,2005,2006,2,870.0,3
9,7.533158807455563,3,2.0,4,4,3,1869.0,2,2007,2007,1,362.0,3
7,7.2813856635702825,2,2.0,2,3,2,1453.0,1,1986,1986,1,0.0,3
5,7.01301578963963,1,1.0,2,2,1,616.0,1,1941,1950,0,0.0,3
6,6.579251212010101,1,2.0,2,2,1,624.0,1,1928,2003,0,0.0,2
6,7.374629015218945,1,1.0,2,2,1,940.0,1,1940,2000,2,0.0,3
6,7.090076835776092,2,2.0,3,3,2,1200.0,2,1995,1995,0,0.0,3
6,7.062191632286556,2,2.0,2,3,2,1158.0,2,1992,1992,0,106.0,3
5,7.040536390215956,1,2.0,2,2,2,1142.0,1,1976,1976,1,0.0,2
5,7.20934025660291,2,1.0,2,3,1,1062.0,1,1958,1958,0,120.0,3
8,7.562161631225652,3,2.0,3,3,2,1086.0,2,1998,1998,1,530.0,3
6,6.815639990074331,1,2.0,2,2,2,888.0,1,1978,1978,1,0.0,3
5,7.316548177182976,1,1.0,2,2,1,883.0,1,1940,1982,0,0.0,3
7,7.561121589530238,1,2.0,3,3,1,0.0,3,2003,2003,1,500.0,3
6,6.894670039433482,1,1.0,2,3,1,483.0,1,1972,2007,0,510.0,2
6,7.3613754289773485,2,2.0,2,2,2,796.0,2,1976,1976,1,120.0,3
5,7.203405521083095,1,1.0,2,2,1,672.0,1,1920,1997,0,0.0,2
6,7.2399325913204695,1,2.0,2,2,2,1394.0,1,1963,1963,2,247.0,3
6,7.266128779556451,1,1.0,2,2,2,1099.0,1,1962,1962,1,305.0,3
5,7.145196134997171,1,1.0,2,2,1,1268.0,1,1954,1954,1,200.0,3
5,7.160069207596127,1,2.0,2,3,1,1063.0,1,1959,2006,1,0.0,3
6,7.416979621381154,2,2.0,2,2,2,953.0,2,2000,2000,1,0.0,3
4,7.370230641807081,2,2.0,2,2,1,0.0,2,1959,1959,1,0.0,3
6,6.62273632394984,1,1.0,2,2,2,744.0,1,1984,1984,0,0.0,3
5,7.1846291527173145,1,1.0,2,2,1,608.0,1,1953,1953,0,0.0,3
7,7.564238475170491,2,2.0,3,3,2,847.0,2,2003,2004,1,0.0,3
1,6.806829360392176,1,0.0,1,1,1,683.0,0,1922,1950,0,0.0,3
5,6.81783057145415,2,2.0,3,2,2,870.0,1,1996,1996,0,0.0,3
8,7.81035268372429,2,2.0,3,3,2,1580.0,3,2004,2005,1,0.0,3
9,7.526178913346146,3,3.0,3,4,3,1856.0,1,2010,2010,1,350.0,3
6,7.495541943884256,2,2.0,2,2,2,982.0,2,2000,2000,1,16.0,3
5,7.43307534889858,1,1.0,2,3,1,1026.0,2,1924,1950,1,0.0,3
7,7.170888478512505,2,2.0,3,3,2,1293.0,2,2006,2006,1,0.0,3
7,7.493873886783559,2,2.0,3,3,2,939.0,2,2006,2006,0,0.0,3
6,6.664409020350408,1,2.0,2,2,1,784.0,1,1928,1950,0,0.0,2
6,7.577121930876679,2,2.0,3,3,2,1580.0,2,1992,1992,2,0.0,3
8,7.1459844677143876,2,2.0,3,3,2,1256.0,2,2004,2005,1,16.0,3
5,7.076653815443951,1,0.0,2,2,1,658.0,1,1910,1996,0,0.0,3
6,7.025538314638521,1,1.0,2,2,1,1041.0,1,1976,1976,1,255.0,3
7,7.2991214627108,2,2.0,3,3,2,1468.0,2,1999,2000,0,125.0,3
10,7.754481547470383,3,3.0,4,4,3,1682.0,2,2007,2008,1,272.0,3
5,7.220373836723949,1,1.0,2,2,1,861.0,1,1900,1950,0,0.0,3
6,7.581209826196346,1,2.0,2,3,3,804.0,2,2001,2002,1,0.0,3
5,6.782192056006791,1,1.0,2,2,1,0.0,1,1959,1959,0,0.0,3
4,6.669498089857879,1,0.0,2,2,1,788.0,1,1941,1950,2,0.0,3
5,6.9411900550683745,1,1.0,2,2,1,735.0,1,1940,1950,0,0.0,3
5,7.042286171939743,1,1.0,2,2,1,1144.0,1,1956,1956,0,0.0,3
5,6.795705775173514,2,2.0,2,2,1,894.0,1,1972,1972,0,0.0,3
5,7.502186486602924,1,1.0,2,2,1,864.0,2,1962,1962,1,288.0,3
5,6.981934677156389,1,1.0,2,2,1,961.0,1,1920,1950,0,0.0,2
7,7.346010209913293,2,2.0,3,3,2,1092.0,2,2006,2007,0,100.0,3
8,7.160845906664299,2,2.0,3,4,2,1260.0,1,1996,1996,2,0.0,3
7,7.177782416195197,2,2.0,3,3,2,1310.0,2,2005,2005,1,0.0,3
5,6.51025834052315,1,1.0,2,2,1,672.0,1,1940,1997,0,0.0,3
8,7.724446645633537,3,2.0,3,3,2,1141.0,2,1998,1998,1,650.0,3
6,7.360103972989152,2,2.0,2,2,2,806.0,2,1995,1996,1,0.0,3
4,7.3901814282264295,1,2.0,2,2,1,1281.0,2,1976,1993,1,0.0,3
6,7.40184157874383,1,1.0,2,2,1,1064.0,1,1936,1950,0,0.0,3
6,7.426549072397305,2,1.0,2,2,2,840.0,2,1915,1976,0,0.0,3
7,7.683403681053826,3,3.0,3,3,3,1063.0,2,2006,2006,1,350.0,3
8,7.639161171659173,2,3.0,3,4,3,1034.0,2,2007,2008,1,100.0,3
5,7.151485463904735,1,1.0,2,2,1,1276.0,1,1958,1958,0,0.0,3
5,6.962243464266207,2,2.0,2,2,1,1056.0,1,1955,1955,0,0.0,3
7,7.298445101508147,2,2.0,4,3,3,1470.0,2,2009,2009,1,432.0,3
5,6.93537044601511,1,2.0,2,2,1,1008.0,1,1927,1950,1,0.0,2
7,7.64826303090192,1,3.0,3,3,2,1080.0,2,1993,1993,1,0.0,3
7,7.200424892944957,2,2.0,3,3,2,1340.0,2,2007,2007,0,0.0,3
6,7.24422751560335,1,2.0,2,2,1,672.0,1,1978,1978,1,203.0,3
6,7.8724551500639794,2,3.0,2,2,2,1370.0,2,1918,1950,1,0.0,3
5,7.033506484287697,1,1.0,2,2,1,756.0,1,1940,1950,0,0.0,3
5,6.962243464266207,1,1.0,2,2,1,1056.0,1,1968,1968,1,0.0,3
7,7.203405521083095,1,4.0,2,2,2,1344.0,2,1997,1998,0,200.0,2
6,7.379008127628304,2,2.0,3,3,2,1602.0,2,1977,2000,1,126.0,3
5,6.895682697747868,1,2.0,2,2,1,988.0,1,1954,1954,0,0.0,3
8,7.874739125171811,3,3.0,3,3,2,1470.0,2,1998,1998,1,473.0,3
6,7.086737934510577,1,1.0,2,2,2,1196.0,1,1956,1956,1,74.0,3
7,7.236339342754344,1,1.0,2,2,1,651.0,1,1946,1992,2,0.0,2
7,7.404887575616125,1,2.0,3,3,2,1518.0,2,1989,1989,1,145.0,3
4,6.810142450115136,1,1.0,2,2,1,907.0,1,1957,1957,0,0.0,3
7,7.0967213784947605,2,2.0,3,3,2,1208.0,2,2007,2007,0,108.0,3
6,7.252762418053187,2,2.0,2,3,2,1392.0,2,1988,1988,1,0.0,3
6,6.894670039433482,1,1.0,2,2,1,483.0,1,1971,1971,0,232.0,2
6,7.088408778675395,1,0.0,2,2,1,901.0,1,1920,1998,0,0.0,2
5,7.21890970761906,1,2.0,2,2,1,765.0,1,1971,1971,0,376.0,2
6,7.38025578842646,2,2.0,2,2,2,926.0,2,1997,1998,1,0.0,3
4,6.4457198193855785,1,0.0,2,2,2,630.0,1,1972,1972,0,0.0,2
7,7.415175109613295,2,2.0,3,3,2,799.0,2,1996,1996,1,0.0,3
6,7.0192966537150445,1,2.0,2,2,1,648.0,1,1920,1950,0,0.0,2
6,6.806829360392176,1,1.0,3,2,1,884.0,1,1926,2004,0,0.0,2
5,6.542471960506805,2,1.0,2,3,1,440.0,1,1913,2002,1,0.0,3
6,7.086737934510577,1,2.0,2,3,1,684.0,1,1920,2000,0,0.0,3
10,7.784057002639929,3,3.0,4,4,3,3094.0,2,2008,2008,2,200.0,3
4,7.272398392570047,1,0.0,2,1,1,1440.0,2,1955,1955,0,270.0,3
5,7.360739903058278,1,2.0,2,2,1,1078.0,2,1930,1992,1,0.0,2
7,7.1372784372603855,2,3.0,3,3,3,1258.0,2,2006,2007,1,72.0,3
7,7.553810852008231,2,2.0,3,3,2,915.0,2,1994,1995,1,0.0,3
6,7.4318919168078,1,2.0,2,2,1,1436.0,1,1956,1956,1,0.0,3
6,7.543273346705446,1,2.0,3,3,1,1517.0,2,1966,2002,1,0.0,3
7,7.542213463193403,2,2.0,3,3,2,930.0,2,1998,1999,1,0.0,3
6,7.226936018493289,1,1.0,2,2,1,780.0,2,1937,1950,1,0.0,2
3,7.075808863978387,1,1.0,2,2,1,649.0,1,1948,2002,0,0.0,2
6,6.70073110954781,1,1.0,2,3,1,813.0,1,1930,2005,0,0.0,2
7,7.334981878871814,2,2.0,2,3,2,1533.0,2,1975,1975,2,0.0,3
6,7.470793774195062,2,2.0,3,2,3,872.0,2,1996,1997,0,42.0,3
8,7.371489295214277,2,2.0,3,3,2,768.0,2,2008,2008,0,0.0,3
5,7.454719949364001,1,2.0,2,2,1,1728.0,2,1976,1976,0,0.0,3
7,7.124478262493424,2,2.0,2,2,1,1242.0,1,1973,1973,1,320.0,3
5,7.203405521083095,1,3.0,2,2,1,624.0,1,1916,1950,0,0.0,2
4,7.416378479192928,2,2.0,2,3,2,1364.0,1,1954,1994,2,0.0,3
8,7.418180822726788,1,1.0,2,3,1,588.0,1,1925,1996,1,0.0,2
5,7.0925737159746784,1,1.0,2,3,1,709.0,1,1950,1950,1,161.0,3
8,7.5678626054638825,2,2.0,3,2,2,832.0,2,2009,2009,0,110.0,3
7,7.034387929915503,1,2.0,3,3,2,560.0,1,1936,2007,0,0.0,3
5,6.761572768804055,1,1.0,2,2,1,864.0,1,1965,1965,1,0.0,3
6,7.414572881350589,2,1.0,2,2,1,715.0,1,1934,1995,1,0.0,3
5,6.946975992135418,2,0.0,2,2,2,1040.0,2,1978,1978,0,136.0,3
7,7.254177846456518,2,2.0,3,3,2,1375.0,2,2004,2004,1,18.0,2
7,7.152268856032539,1,2.0,2,2,1,1277.0,1,1970,1970,1,0.0,3
5,7.404887575616125,1,1.0,2,3,1,728.0,1,1942,1995,2,224.0,3
8,7.3987862754199485,3,3.0,3,3,2,1626.0,2,2006,2006,1,248.0,3
6,7.444248649496705,1,2.0,3,3,2,832.0,2,1993,1993,0,120.0,3
8,7.31455283232408,3,2.0,3,3,2,1488.0,1,1985,1985,0,0.0,3
7,7.585281078639126,2,2.0,2,2,2,808.0,2,1977,1977,1,0.0,3
6,6.977281341630747,1,2.0,2,2,2,547.0,1,2005,2005,0,80.0,2
8,7.588829878307813,3,3.0,3,3,3,1976.0,2,2006,2007,1,304.0,3
8,7.409741954080923,3,2.0,3,4,2,1494.0,2,2000,2000,0,0.0,3
5,6.877296071497429,1,2.0,2,2,1,970.0,1,1963,1963,0,0.0,3
6,7.30854279753919,2,2.0,2,3,2,1478.0,2,1997,1998,1,215.0,3
9,7.879669914604289,3,3.0,4,4,2,2153.0,2,2006,2006,1,772.0,3
8,7.4489161025442,2,3.0,3,3,3,1705.0,2,2007,2008,1,336.0,3
4,7.030857476116121,1,2.0,2,2,1,907.0,1,1937,2000,0,435.0,2
9,7.52294091807237,3,3.0,3,3,3,1833.0,2,2004,2005,1,378.0,3
9,7.491087593534876,3,3.0,3,4,3,1792.0,2,2003,2004,1,562.0,3
7,7.509883061154913,1,1.0,3,4,1,910.0,1,1915,2005,1,0.0,2
6,7.103322062526113,1,2.0,2,2,3,1216.0,2,1998,1998,0,116.0,2
5,6.906754778648554,1,1.0,2,3,1,999.0,1,1962,2001,0,0.0,3
5,7.014814351275545,1,1.0,3,3,1,1113.0,1,1950,2007,1,0.0,3
5,6.9782137426306985,1,2.0,2,2,1,1073.0,1,1965,1965,0,168.0,3
5,7.302496423727326,2,2.0,2,2,2,1484.0,2,1971,1971,1,0.0,3
5,7.789040401657477,1,2.0,2,2,1,954.0,2,1900,1970,1,0.0,3
4,6.4457198193855785,1,1.0,2,3,2,630.0,1,1970,2002,0,0.0,2
5,7.1731917424865985,1,1.0,2,2,2,264.0,1,1976,1976,1,0.0,2
6,7.363913501405819,1,1.0,2,1,1,806.0,1,1941,1950,2,0.0,3
6,7.283448228756631,2,2.0,3,2,2,728.0,2,2006,2006,0,0.0,3
5,7.1459844677143876,1,1.0,2,2,1,1269.0,1,1960,1960,1,0.0,3
5,6.786716950605081,1,1.0,2,2,1,190.0,1,1938,1996,0,0.0,2
4,6.579251212010101,1,0.0,2,2,1,720.0,1,1920,1950,0,0.0,1
8,8.07961802938984,3,2.0,3,3,2,3200.0,3,1992,1993,1,0.0,3
7,7.506591780070841,1,1.0,2,2,1,1026.0,2,1925,1950,0,0.0,3
5,6.80128303447162,1,1.0,2,3,1,864.0,1,1967,2004,0,89.0,3
5,6.815639990074331,1,1.0,2,2,1,912.0,1,1958,1985,0,0.0,3
6,7.1049654482698426,1,1.0,2,2,1,672.0,1,1973,1973,0,285.0,2
7,7.477604243197589,2,2.0,3,3,2,866.0,2,2005,2005,0,0.0,3
5,7.101675971619444,1,2.0,2,2,1,1214.0,1,1965,1965,0,0.0,3
7,7.496097345175956,2,2.0,2,2,1,1501.0,2,1959,1997,2,0.0,3
6,7.186901020411631,1,2.0,2,2,1,855.0,2,1974,1974,1,0.0,3
5,7.580699752224563,1,2.0,2,2,1,960.0,2,1952,1952,0,360.0,2
8,7.555381944240273,1,2.0,3,3,2,777.0,2,1993,1994,1,125.0,3
6,7.1049654482698426,2,2.0,3,3,2,1218.0,2,2009,2009,0,0.0,3
7,7.228388451573604,1,2.0,2,3,1,689.0,2,1928,2005,1,0.0,2
5,6.947937068614969,1,1.0,2,2,1,1041.0,1,1959,1959,0,132.0,3
5,7.217443431696533,1,1.0,3,2,1,1008.0,1,1951,2000,2,70.0,3
7,7.221105098182496,3,2.0,3,3,2,1368.0,2,2005,2006,1,94.0,3
5,6.761572768804055,1,2.0,2,2,1,864.0,1,1958,1958,0,0.0,3
6,6.984716320118266,1,2.0,2,2,1,1084.0,1,1983,1983,0,0.0,3
5,6.670766320845874,2,1.0,2,2,1,768.0,1,1926,1950,0,0.0,3
10,7.61085279039525,3,3.0,4,4,3,2006.0,2,2009,2009,1,305.0,3
6,7.6586995582682995,2,2.0,2,2,1,689.0,2,1972,1972,1,333.0,3
7,7.759614150696903,3,3.0,3,3,2,1264.0,2,1996,1997,1,921.0,3
6,7.493317248862145,2,2.0,2,2,2,794.0,2,1998,1998,0,0.0,3
7,7.640123172695364,2,1.0,3,3,2,1276.0,1,1926,2004,2,0.0,3
4,7.165493475060845,1,0.0,2,2,1,0.0,2,1900,2000,0,0.0,3
6,7.126087273299125,1,1.0,2,2,1,1244.0,1,1957,1957,2,0.0,3
6,7.416979621381154,1,2.0,2,2,1,1004.0,2,1947,1950,2,0.0,2
10,8.450198322591959,1,3.0,4,4,3,3138.0,3,2007,2008,1,762.0,3
7,7.7823903355874595,3,3.0,3,3,2,1379.0,2,1996,1997,1,594.0,3
7,7.143617602704121,2,2.0,3,3,2,1257.0,2,2005,2005,1,0.0,3
5,6.833031732786201,1,1.0,2,2,2,928.0,1,1956,2000,0,0.0,3
9,7.905810312658931,3,3.0,4,4,3,1452.0,2,2008,2008,1,268.0,3
4,6.405228458030842,1,0.0,2,2,1,528.0,1,1920,2002,0,0.0,3
6,7.83002808253384,2,2.0,3,2,1,2035.0,3,1957,1975,2,103.68526170798899,3
6,7.319202458767849,2,2.0,3,3,2,1461.0,2,1988,1989,1,219.0,3
6,7.216709486709457,1,2.0,2,2,1,611.0,2,1920,1999,0,0.0,2
5,6.717804695023691,1,1.0,2,2,1,0.0,1,1955,2007,1,0.0,3
1,5.811140992976701,1,0.0,1,1,1,0.0,1,1946,1950,0,0.0,3
8,7.254177846456518,2,2.0,3,3,3,707.0,2,2004,2004,1,0.0,3
5,7.205635176410364,1,0.0,2,2,2,1117.0,1,1910,1991,0,0.0,3
7,7.452402451223638,2,2.0,2,3,2,880.0,2,1998,1999,0,0.0,3
4,6.761572768804055,1,2.0,2,2,1,864.0,1,1972,1972,0,0.0,3
5,7.055312843339752,1,1.0,2,2,1,1051.0,1,1968,1968,1,188.0,3
8,7.3783837129967145,2,2.0,3,3,2,1581.0,2,2001,2002,1,479.0,3
9,7.516433302915632,2,3.0,4,4,3,1838.0,2,2006,2006,1,584.0,3
8,7.734121303328305,3,3.0,3,3,2,969.0,2,2000,2000,1,72.0,3
7,7.426549072397305,2,2.0,3,3,3,1650.0,2,1998,1999,1,0.0,3
7,6.642486801367256,1,1.0,2,2,2,723.0,1,1998,1998,0,182.0,2
7,7.310550158534422,2,2.0,3,3,2,654.0,2,2006,2006,1,0.0,3
7,7.688455356549944,2,3.0,3,3,2,1204.0,2,1988,1988,0,178.0,3
6,7.399398083331354,1,2.0,2,2,2,1065.0,1,1923,1950,1,0.0,3
5,6.643789733147672,1,2.0,2,2,2,768.0,1,1970,1970,0,0.0,3
5,6.715383386334681,1,2.0,2,2,1,825.0,1,1955,1995,0,0.0,2
7,7.646831391430482,2,2.0,3,3,2,912.0,2,2003,2004,1,0.0,3
6,6.974478911025045,1,2.0,2,2,2,1069.0,2,1977,1977,0,0.0,3
5,6.833031732786201,1,1.0,2,2,1,928.0,1,1957,1957,0,0.0,2
8,7.448333860897476,3,3.0,3,3,3,1709.0,2,2006,2006,1,250.0,3
4,7.026426808699636,1,2.0,2,3,1,0.0,2,1949,2003,0,0.0,3
7,7.6236419465115715,3,3.0,3,3,2,998.0,2,2003,2004,1,292.0,3
5,6.954638864880987,1,1.0,2,2,1,993.0,1,1922,1950,1,0.0,2
5,6.9957661563048505,1,1.0,2,2,1,1092.0,1,1957,1957,1,0.0,3
4,7.197435354096591,1,1.0,2,2,1,637.0,1,1920,1950,0,0.0,1
7,7.27655640271871,2,2.0,2,2,2,729.0,2,1996,1997,1,0.0,3
7,7.350516171833998,2,2.0,3,3,2,1374.0,2,2003,2004,1,18.0,3
5,7.238496840894365,1,2.0,2,2,2,1392.0,1,1957,1996,1,180.0,3
5,7.236339342754344,1,2.0,2,2,2,1389.0,1,1974,1975,1,0.0,3
5,6.903747257584598,1,0.0,2,2,1,996.0,1,1940,1969,1,0.0,3
6,7.422971251049421,1,2.0,2,2,2,1163.0,2,1918,1950,1,0.0,3
7,7.738488122494646,3,2.0,3,3,2,1095.0,2,1992,2000,1,0.0,3
6,7.4067107301776405,1,1.0,2,1,2,806.0,1,1915,1950,0,0.0,3
9,7.825644732219989,3,3.0,3,4,2,1122.0,2,2005,2007,1,245.0,3
7,7.336285660021297,3,2.0,3,3,2,1517.0,2,2004,2004,0,168.0,3
8,7.664815785285735,1,2.0,3,3,2,1496.0,1,1983,2009,1,0.0,3
5,6.849066282633458,1,2.0,2,2,2,943.0,1,1979,1979,2,0.0,3
5,7.454719949364001,1,2.0,2,2,1,1728.0,2,1965,1965,0,108.0,3
6,6.761572768804055,1,1.0,2,3,1,864.0,1,1959,1959,0,207.0,3
7,7.433666540166168,2,2.0,2,3,3,846.0,2,2009,2009,0,0.0,3
7,7.265429723253953,2,2.0,2,2,2,384.0,2,2000,2000,1,0.0,3
5,7.011213987350367,1,1.0,2,2,1,372.0,1,1971,2005,0,82.0,3
5,7.103322062526113,1,1.0,2,2,1,832.0,1,1947,1950,0,0.0,3
7,7.29776828253138,1,1.0,2,2,1,861.0,2,1928,1950,1,0.0,3
5,7.1853870155804165,1,2.0,2,2,1,1164.0,1,1966,1966,2,97.0,3
7,7.238496840894365,2,2.0,3,3,2,689.0,2,2007,2007,0,0.0,3
5,7.492760300922379,1,1.0,2,2,1,1050.0,2,1954,1954,0,335.0,2
6,7.264730177929867,1,2.0,2,3,1,1144.0,1,1960,1987,2,85.0,3
8,7.621684998724611,3,3.0,4,4,3,2042.0,2,2008,2009,1,306.0,3
6,6.704414354964107,1,0.0,2,2,2,816.0,1,1990,1990,0,104.0,3
10,7.928406026180535,1,2.0,4,3,1,1237.0,3,1893,2000,1,0.0,2
4,7.360739903058278,1,1.0,2,3,1,884.0,1,1935,1995,0,0.0,2
8,7.614805364711073,2,3.0,3,3,3,1868.0,2,2005,2006,2,208.0,3
6,6.731018100482083,1,1.0,2,1,1,816.0,1,1918,2000,0,0.0,3
5,6.756932389247553,1,2.0,2,2,1,840.0,1,1982,1982,0,0.0,3
5,7.29505641646263,2,1.0,2,4,1,1437.0,1,1968,2003,2,0.0,3
5,6.840546529288687,1,1.0,2,2,1,742.0,1,1930,1960,0,0.0,2
7,7.366445148327599,2,2.0,3,3,2,770.0,2,2004,2004,0,0.0,3
10,7.738923757439457,3,3.0,4,4,3,1722.0,2,2008,2008,1,420.0,3
5,6.704414354964107,1,2.0,2,2,1,816.0,1,1982,2003,0,0.0,3
6,6.742880635791903,2,2.0,3,3,2,848.0,1,2003,2003,0,170.0,2
5,6.828712071641684,2,1.0,2,2,2,924.0,1,1975,1975,0,0.0,3
8,7.509883061154913,3,3.0,3,3,2,1814.0,2,2005,2006,1,238.0,3
6,7.221105098182496,1,1.0,2,2,1,684.0,1,1910,1993,0,0.0,2
7,7.2456550675945355,2,3.0,3,3,3,1258.0,0,2006,2007,1,72.0,3
5,7.4067107301776405,2,2.0,2,3,2,1430.0,2,1977,1977,1,459.0,3
6,7.349873704738337,1,2.0,2,2,2,716.0,2,1980,1980,1,0.0,2
8,7.55171221535131,3,2.0,3,4,2,1058.0,2,2005,2005,1,280.0,3
6,7.226209010100671,1,1.0,2,3,1,780.0,1,1937,1950,1,0.0,2
8,7.557472901614746,1,2.0,3,3,2,908.0,2,1992,1992,1,0.0,3
7,7.090076835776092,2,2.0,3,3,2,600.0,2,2004,2005,0,0.0,3
7,7.309212365692763,2,2.0,3,3,2,1494.0,2,2002,2002,1,99.0,3
7,7.593877844605118,1,2.0,2,2,1,768.0,2,1965,1990,3,176.0,3
5,6.946975992135418,2,2.0,2,3,2,1040.0,1,1996,1996,0,0.0,3
5,7.60489448081162,1,1.0,2,4,1,896.0,3,1948,2002,0,0.0,3
8,8.069029328774958,2,2.0,2,2,2,965.0,2,1934,1998,2,0.0,3
4,6.9363427358340495,1,1.0,2,2,1,1029.0,1,1961,1961,0,192.0,3
9,7.674617497364363,2,3.0,3,4,3,1440.0,2,2000,2000,2,204.0,3
6,6.939253946041508,2,2.0,2,2,2,1032.0,2,1978,1978,1,233.0,3
8,7.534762657037537,2,2.0,3,4,2,1299.0,2,2001,2001,1,108.0,3
5,7.02108396428914,1,0.0,2,2,2,1120.0,1,2007,2007,0,0.0,3
4,6.4457198193855785,1,0.0,2,2,2,630.0,1,1972,1972,0,0.0,2
6,6.960347729101308,1,2.0,2,3,1,936.0,1,1963,1963,0,156.0,3
6,7.319202458767849,2,2.0,3,3,2,783.0,2,2002,2003,1,0.0,3
6,6.723832440821209,1,2.0,2,3,1,832.0,1,1954,1954,0,0.0,3
9,7.510977752014095,3,3.0,4,3,3,1822.0,2,2007,2007,1,452.0,3
8,7.724004656676065,2,3.0,3,3,2,1482.0,2,2003,2003,2,226.0,3
3,6.761572768804055,1,0.0,2,2,1,864.0,1,1914,1950,0,0.0,3
6,7.868636894184167,2,2.0,2,2,1,1522.0,2,1974,1997,1,0.0,3
5,6.887552571664617,1,2.0,2,2,1,980.0,1,1977,1977,0,153.0,3
6,7.321188556739478,2,2.0,3,3,2,756.0,2,2000,2000,1,513.0,3
6,7.489970898834801,2,2.0,2,2,1,732.0,1,1972,1972,1,288.0,3
6,7.017506142941256,1,2.0,2,2,1,1116.0,1,1962,1962,0,261.0,3
5,7.259819610363186,1,1.0,2,2,1,978.0,1,1960,1978,1,0.0,3
6,7.326465613840322,1,1.0,2,2,1,1156.0,1,1955,1972,2,164.0,3
5,7.640123172695364,1,2.0,2,1,2,1040.0,1,1969,1969,2,192.0,3
6,7.2078598714324755,1,2.0,2,2,1,1248.0,1,1964,1964,0,259.0,3
5,7.4673710669175595,1,1.0,2,4,1,636.0,1,1880,1991,0,0.0,2
8,7.348587530927593,3,2.0,3,3,2,1554.0,2,2006,2006,1,108.0,3
7,7.252053951852814,2,2.0,2,2,1,1386.0,2,1977,1977,1,209.0,3
5,6.962243464266207,1,1.0,2,2,1,1056.0,1,1954,2005,0,0.0,3
6,6.962243464266207,1,2.0,2,2,1,1056.0,0,1980,1980,0,0.0,3
6,8.130059039992796,1,0.0,1,1,1,1440.0,2,1914,1995,0,0.0,2
2,6.684611727667927,1,0.0,1,1,1,264.0,1,1936,1950,1,0.0,2
5,7.234898420314831,1,1.0,2,3,1,811.0,2,1954,1954,0,0.0,2
5,6.679599185844383,1,0.0,2,2,1,796.0,1,1910,1950,0,0.0,3
8,7.356918242356021,2,3.0,3,4,2,1520.0,2,2006,2006,1,0.0,3
8,7.325148957955575,3,2.0,4,4,3,1518.0,1,2003,2004,1,472.0,3
7,7.564757012905729,2,2.0,3,3,2,1057.0,2,2001,2001,1,0.0,3
8,7.902487437162855,1,2.0,3,4,2,1952.0,2,1972,1995,3,0.0,3
5,7.3901814282264295,2,2.0,2,2,1,780.0,2,1969,1969,0,263.0,3
9,7.476472381163905,2,3.0,4,4,3,1766.0,2,2009,2009,1,162.0,3
6,6.8885724595653635,1,2.0,2,2,1,981.0,1,1971,1971,0,0.0,3
5,6.954638864880987,1,2.0,2,2,1,0.0,1,1950,1950,0,0.0,3
6,6.9975959829819265,1,2.0,2,2,1,1094.0,1,1953,1953,2,216.0,3
